value,year,age,sex
806,1860,8,M
818,1861,8,M
819,1862,8,M
850,1863,8,M
766,1864,8,M
730,1865,8,M
822,1866,8,M
760,1867,8,M
713,1868,8,M
661,1869,8,M
664,1870,8,M
854,1871,8,M
832,1872,8,M
895,1873,8,M
933,1874,8,M
824,1875,8,M
834,1876,8,M
680,1877,8,M
651,1878,8,M
668,1879,8,M
598,1880,8,M
657,1881,8,M
785,1882,8,M
726,1883,8,M
743,1884,8,M
758,1885,8,M
756,1886,8,M
780,1887,8,M
732,1888,8,M
622,1889,8,M
589,1890,8,M
579,1891,8,M
754,1892,8,M
850,1893,8,M
821,1894,8,M
777,1895,8,M
762,1896,8,M
772,1897,8,M
855,1898,8,M
801,1899,8,M
964,1900,8,M
951,1901,8,M
973,1902,8,M
918,1903,8,M
939,1904,8,M
1001,1905,8,M
957,1906,8,M
922,1907,8,M
923,1908,8,M
928,1909,8,M
891,1910,8,M
935,1911,8,M
995,1912,8,M
1045,1913,8,M
977,1914,8,M
1034,1915,8,M
939,1916,8,M
968,1917,8,M
1005,1918,8,M
1015,1919,8,M
995,1920,8,M
1064,1921,8,M
1023,1922,8,M
1039,1923,8,M
1080,1924,8,M
1106,1925,8,M
1122,1926,8,M
1098,1927,8,M
1036,1928,8,M
1221,1929,8,M
1201,1930,8,M
1160,1931,8,M
1237,1932,8,M
1227,1933,8,M
1215,1934,8,M
1236,1935,8,M
1262,1936,8,M
1255,1937,8,M
1255,1938,8,M
1322,1939,8,M
1365,1940,8,M
1285,1941,8,M
1188,1942,8,M
1202,1943,8,M
1184,1944,8,M
1172,1945,8,M
1214,1946,8,M
1159,1947,8,M
1142,1948,8,M
1154,1949,8,M
1228,1950,8,M
1442,1951,8,M
1478,1952,8,M
1580,1953,8,M
1717,1954,8,M
1731,1955,8,M
1856,1956,8,M
1842,1957,8,M
1925,1958,8,M
2089,1959,8,M
1934,1960,8,M
2077,1961,8,M
2174,1962,8,M
2180,1963,8,M
2200,1964,8,M
2304,1965,8,M
2388,1966,8,M
2276,1967,8,M
2431,1968,8,M
2432,1969,8,M
2280,1970,8,M
2313,1971,8,M
2400,1972,8,M
2302,1973,8,M
2353,1974,8,M
2300,1975,8,M
2156,1976,8,M
2114,1977,8,M
2047,1978,8,M
1975,1979,8,M
2118,1980,8,M
2282,1981,8,M
2285,1982,8,M
2090,1983,8,M
2105,1984,8,M
2149,1985,8,M
1964,1986,8,M
2055,1987,8,M
2277,1988,8,M
2316,1989,8,M
2243,1990,8,M
2256,1991,8,M
2151,1992,8,M
2089,1993,8,M
1910,1994,8,M
1977,1995,8,M
2191,1996,8,M
2381,1997,8,M
2251,1998,8,M
2395,1999,8,M
2305,2000,8,M
2356,2001,8,M
2316,2002,8,M
2287,2003,8,M
2240,2004,8,M
2278,2005,8,M
2215,2006,8,M
2181,2007,8,M
2079,2008,8,M
2259,2009,8,M
2148,2010,8,M
2065,2011,8,M
2108,2012,8,M
2195,2013,8,M
2265,2014,8,M
2299,2015,8,M
2332,2016,8,M
2452,2017,8,M
2559,2018,8,M
2529,2019,8,M
826,1841,9,M
827,1842,9,M
689,1843,9,M
663,1844,9,M
641,1845,9,M
655,1846,9,M
586,1847,9,M
553,1848,9,M
555,1849,9,M
645,1850,9,M
672,1851,9,M
661,1852,9,M
582,1853,9,M
589,1854,9,M
599,1855,9,M
470,1856,9,M
525,1857,9,M
619,1858,9,M
758,1859,9,M
643,1860,9,M
779,1861,9,M
796,1862,9,M
811,1863,9,M
843,1864,9,M
760,1865,9,M
718,1866,9,M
811,1867,9,M
752,1868,9,M
707,1869,9,M
653,1870,9,M
658,1871,9,M
847,1872,9,M
820,1873,9,M
888,1874,9,M
921,1875,9,M
813,1876,9,M
822,1877,9,M
675,1878,9,M
644,1879,9,M
660,1880,9,M
590,1881,9,M
647,1882,9,M
765,1883,9,M
705,1884,9,M
735,1885,9,M
752,1886,9,M
743,1887,9,M
726,1888,9,M
709,1889,9,M
614,1890,9,M
581,1891,9,M
578,1892,9,M
754,1893,9,M
840,1894,9,M
816,1895,9,M
772,1896,9,M
757,1897,9,M
769,1898,9,M
849,1899,9,M
795,1900,9,M
951,1901,9,M
944,1902,9,M
964,1903,9,M
909,1904,9,M
930,1905,9,M
997,1906,9,M
953,1907,9,M
917,1908,9,M
911,1909,9,M
917,1910,9,M
882,1911,9,M
923,1912,9,M
989,1913,9,M
1039,1914,9,M
974,1915,9,M
1031,1916,9,M
934,1917,9,M
966,1918,9,M
999,1919,9,M
1027,1920,9,M
1006,1921,9,M
1055,1922,9,M
1018,1923,9,M
1036,1924,9,M
1065,1925,9,M
1099,1926,9,M
1119,1927,9,M
1093,1928,9,M
1035,1929,9,M
1218,1930,9,M
1200,1931,9,M
1156,1932,9,M
1234,1933,9,M
1224,1934,9,M
1213,1935,9,M
1224,1936,9,M
1258,1937,9,M
1254,1938,9,M
1254,1939,9,M
1320,1940,9,M
1364,1941,9,M
1281,1942,9,M
1184,1943,9,M
1194,1944,9,M
1180,1945,9,M
1171,1946,9,M
1213,1947,9,M
1158,1948,9,M
1142,1949,9,M
1154,1950,9,M
1228,1951,9,M
1440,1952,9,M
1476,1953,9,M
1579,1954,9,M
1717,1955,9,M
1730,1956,9,M
1854,1957,9,M
1841,1958,9,M
1924,1959,9,M
2089,1960,9,M
1932,1961,9,M
2066,1962,9,M
2171,1963,9,M
2180,1964,9,M
2197,1965,9,M
2295,1966,9,M
2385,1967,9,M
2281,1968,9,M
2423,1969,9,M
2405,1970,9,M
2263,1971,9,M
2306,1972,9,M
2407,1973,9,M
2297,1974,9,M
2365,1975,9,M
2299,1976,9,M
2149,1977,9,M
2097,1978,9,M
2046,1979,9,M
1978,1980,9,M
2114,1981,9,M
2280,1982,9,M
2299,1983,9,M
2097,1984,9,M
2116,1985,9,M
2141,1986,9,M
1970,1987,9,M
2061,1988,9,M
2286,1989,9,M
2301,1990,9,M
2242,1991,9,M
2259,1992,9,M
2151,1993,9,M
2099,1994,9,M
1911,1995,9,M
1962,1996,9,M
2186,1997,9,M
2381,1998,9,M
2265,1999,9,M
2406,2000,9,M
2324,2001,9,M
2380,2002,9,M
2321,2003,9,M
2309,2004,9,M
2247,2005,9,M
2289,2006,9,M
2214,2007,9,M
2194,2008,9,M
2096,2009,9,M
2250,2010,9,M
2147,2011,9,M
2055,2012,9,M
2119,2013,9,M
2216,2014,9,M
2259,2015,9,M
2299,2016,9,M
2342,2017,9,M
2471,2018,9,M
2576,2019,9,M
812,1841,10,M
825,1842,10,M
826,1843,10,M
685,1844,10,M
661,1845,10,M
635,1846,10,M
649,1847,10,M
581,1848,10,M
550,1849,10,M
552,1850,10,M
643,1851,10,M
668,1852,10,M
659,1853,10,M
580,1854,10,M
588,1855,10,M
598,1856,10,M
470,1857,10,M
525,1858,10,M
616,1859,10,M
756,1860,10,M
638,1861,10,M
775,1862,10,M
796,1863,10,M
808,1864,10,M
840,1865,10,M
756,1866,10,M
713,1867,10,M
807,1868,10,M
747,1869,10,M
703,1870,10,M
650,1871,10,M
657,1872,10,M
839,1873,10,M
818,1874,10,M
884,1875,10,M
914,1876,10,M
797,1877,10,M
819,1878,10,M
673,1879,10,M
639,1880,10,M
659,1881,10,M
587,1882,10,M
641,1883,10,M
734,1884,10,M
703,1885,10,M
732,1886,10,M
747,1887,10,M
721,1888,10,M
710,1889,10,M
699,1890,10,M
613,1891,10,M
581,1892,10,M
577,1893,10,M
753,1894,10,M
837,1895,10,M
815,1896,10,M
766,1897,10,M
754,1898,10,M
765,1899,10,M
847,1900,10,M
793,1901,10,M
944,1902,10,M
940,1903,10,M
954,1904,10,M
905,1905,10,M
929,1906,10,M
995,1907,10,M
952,1908,10,M
913,1909,10,M
910,1910,10,M
915,1911,10,M
870,1912,10,M
915,1913,10,M
988,1914,10,M
1038,1915,10,M
971,1916,10,M
1029,1917,10,M
935,1918,10,M
964,1919,10,M
1008,1920,10,M
1038,1921,10,M
1004,1922,10,M
1053,1923,10,M
1017,1924,10,M
1036,1925,10,M
1063,1926,10,M
1094,1927,10,M
1118,1928,10,M
1093,1929,10,M
1035,1930,10,M
1220,1931,10,M
1199,1932,10,M
1153,1933,10,M
1235,1934,10,M
1223,1935,10,M
1210,1936,10,M
1220,1937,10,M
1258,1938,10,M
1253,1939,10,M
1257,1940,10,M
1321,1941,10,M
1364,1942,10,M
1279,1943,10,M
1183,1944,10,M
1191,1945,10,M
1180,1946,10,M
1170,1947,10,M
1212,1948,10,M
1158,1949,10,M
1138,1950,10,M
1155,1951,10,M
1227,1952,10,M
1437,1953,10,M
1478,1954,10,M
1582,1955,10,M
1716,1956,10,M
1727,1957,10,M
1855,1958,10,M
1840,1959,10,M
1922,1960,10,M
2086,1961,10,M
1925,1962,10,M
2067,1963,10,M
2171,1964,10,M
2177,1965,10,M
2193,1966,10,M
2294,1967,10,M
2385,1968,10,M
2269,1969,10,M
2409,1970,10,M
2397,1971,10,M
2265,1972,10,M
2310,1973,10,M
2402,1974,10,M
2299,1975,10,M
2358,1976,10,M
2293,1977,10,M
2146,1978,10,M
2098,1979,10,M
2043,1980,10,M
1985,1981,10,M
2116,1982,10,M
2282,1983,10,M
2302,1984,10,M
2086,1985,10,M
2105,1986,10,M
2145,1987,10,M
1976,1988,10,M
2066,1989,10,M
2276,1990,10,M
2298,1991,10,M
2249,1992,10,M
2264,1993,10,M
2152,1994,10,M
2098,1995,10,M
1900,1996,10,M
1953,1997,10,M
2183,1998,10,M
2381,1999,10,M
2264,2000,10,M
2412,2001,10,M
2322,2002,10,M
2382,2003,10,M
2333,2004,10,M
2311,2005,10,M
2249,2006,10,M
2290,2007,10,M
2236,2008,10,M
2220,2009,10,M
2077,2010,10,M
2244,2011,10,M
2142,2012,10,M
2042,2013,10,M
2124,2014,10,M
2230,2015,10,M
2247,2016,10,M
2318,2017,10,M
2360,2018,10,M
2488,2019,10,M
718,1841,11,M
810,1842,11,M
824,1843,11,M
821,1844,11,M
681,1845,11,M
658,1846,11,M
630,1847,11,M
642,1848,11,M
577,1849,11,M
546,1850,11,M
549,1851,11,M
638,1852,11,M
664,1853,11,M
656,1854,11,M
578,1855,11,M
586,1856,11,M
595,1857,11,M
470,1858,11,M
519,1859,11,M
612,1860,11,M
747,1861,11,M
631,1862,11,M
774,1863,11,M
792,1864,11,M
802,1865,11,M
835,1866,11,M
749,1867,11,M
707,1868,11,M
800,1869,11,M
741,1870,11,M
699,1871,11,M
644,1872,11,M
646,1873,11,M
834,1874,11,M
815,1875,11,M
878,1876,11,M
892,1877,11,M
794,1878,11,M
815,1879,11,M
667,1880,11,M
635,1881,11,M
656,1882,11,M
580,1883,11,M
627,1884,11,M
732,1885,11,M
698,1886,11,M
725,1887,11,M
731,1888,11,M
703,1889,11,M
703,1890,11,M
697,1891,11,M
612,1892,11,M
580,1893,11,M
577,1894,11,M
750,1895,11,M
834,1896,11,M
811,1897,11,M
763,1898,11,M
748,1899,11,M
762,1900,11,M
842,1901,11,M
785,1902,11,M
938,1903,11,M
934,1904,11,M
950,1905,11,M
905,1906,11,M
926,1907,11,M
992,1908,11,M
939,1909,11,M
911,1910,11,M
907,1911,11,M
904,1912,11,M
860,1913,11,M
913,1914,11,M
986,1915,11,M
1034,1916,11,M
967,1917,11,M
1030,1918,11,M
932,1919,11,M
967,1920,11,M
1017,1921,11,M
1029,1922,11,M
1001,1923,11,M
1051,1924,11,M
1008,1925,11,M
1035,1926,11,M
1059,1927,11,M
1091,1928,11,M
1115,1929,11,M
1093,1930,11,M
1038,1931,11,M
1217,1932,11,M
1197,1933,11,M
1152,1934,11,M
1232,1935,11,M
1218,1936,11,M
1206,1937,11,M
1219,1938,11,M
1256,1939,11,M
1251,1940,11,M
1256,1941,11,M
1318,1942,11,M
1361,1943,11,M
1276,1944,11,M
1179,1945,11,M
1189,1946,11,M
1178,1947,11,M
1169,1948,11,M
1211,1949,11,M
1153,1950,11,M
1138,1951,11,M
1153,1952,11,M
1227,1953,11,M
1437,1954,11,M
1477,1955,11,M
1581,1956,11,M
1715,1957,11,M
1726,1958,11,M
1853,1959,11,M
1838,1960,11,M
1922,1961,11,M
2066,1962,11,M
1923,1963,11,M
2061,1964,11,M
2164,1965,11,M
2171,1966,11,M
2190,1967,11,M
2291,1968,11,M
2382,1969,11,M
2259,1970,11,M
2404,1971,11,M
2400,1972,11,M
2263,1973,11,M
2310,1974,11,M
2410,1975,11,M
2295,1976,11,M
2353,1977,11,M
2286,1978,11,M
2140,1979,11,M
2107,1980,11,M
2037,1981,11,M
1992,1982,11,M
2128,1983,11,M
2285,1984,11,M
2302,1985,11,M
2094,1986,11,M
2108,1987,11,M
2148,1988,11,M
1986,1989,11,M
2057,1990,11,M
2273,1991,11,M
2306,1992,11,M
2259,1993,11,M
2270,1994,11,M
2146,1995,11,M
2085,1996,11,M
1883,1997,11,M
1960,1998,11,M
2188,1999,11,M
2381,2000,11,M
2272,2001,11,M
2424,2002,11,M
2309,2003,11,M
2391,2004,11,M
2337,2005,11,M
2332,2006,11,M
2267,2007,11,M
2304,2008,11,M
2247,2009,11,M
2213,2010,11,M
2077,2011,11,M
2236,2012,11,M
2144,2013,11,M
2056,2014,11,M
2129,2015,11,M
2228,2016,11,M
2248,2017,11,M
2345,2018,11,M
2382,2019,11,M
676,1841,12,M
717,1842,12,M
809,1843,12,M
820,1844,12,M
818,1845,12,M
678,1846,12,M
654,1847,12,M
627,1848,12,M
639,1849,12,M
573,1850,12,M
544,1851,12,M
546,1852,12,M
636,1853,12,M
661,1854,12,M
655,1855,12,M
577,1856,12,M
585,1857,12,M
592,1858,12,M
466,1859,12,M
516,1860,12,M
606,1861,12,M
742,1862,12,M
627,1863,12,M
771,1864,12,M
788,1865,12,M
798,1866,12,M
830,1867,12,M
744,1868,12,M
702,1869,12,M
795,1870,12,M
738,1871,12,M
695,1872,12,M
637,1873,12,M
643,1874,12,M
827,1875,12,M
815,1876,12,M
859,1877,12,M
889,1878,12,M
796,1879,12,M
810,1880,12,M
664,1881,12,M
632,1882,12,M
645,1883,12,M
568,1884,12,M
625,1885,12,M
729,1886,12,M
692,1887,12,M
721,1888,12,M
715,1889,12,M
697,1890,12,M
700,1891,12,M
695,1892,12,M
611,1893,12,M
578,1894,12,M
575,1895,12,M
750,1896,12,M
832,1897,12,M
809,1898,12,M
758,1899,12,M
745,1900,12,M
758,1901,12,M
833,1902,12,M
780,1903,12,M
928,1904,12,M
934,1905,12,M
939,1906,12,M
901,1907,12,M
924,1908,12,M
987,1909,12,M
930,1910,12,M
905,1911,12,M
893,1912,12,M
898,1913,12,M
858,1914,12,M
912,1915,12,M
983,1916,12,M
1031,1917,12,M
968,1918,12,M
1028,1919,12,M
934,1920,12,M
967,1921,12,M
1006,1922,12,M
1026,1923,12,M
1000,1924,12,M
1043,1925,12,M
1008,1926,12,M
1034,1927,12,M
1057,1928,12,M
1089,1929,12,M
1114,1930,12,M
1102,1931,12,M
1033,1932,12,M
1216,1933,12,M
1197,1934,12,M
1148,1935,12,M
1229,1936,12,M
1215,1937,12,M
1205,1938,12,M
1215,1939,12,M
1255,1940,12,M
1251,1941,12,M
1255,1942,12,M
1317,1943,12,M
1358,1944,12,M
1273,1945,12,M
1178,1946,12,M
1188,1947,12,M
1177,1948,12,M
1169,1949,12,M
1207,1950,12,M
1152,1951,12,M
1137,1952,12,M
1153,1953,12,M
1245,1954,12,M
1436,1955,12,M
1477,1956,12,M
1580,1957,12,M
1716,1958,12,M
1725,1959,12,M
1852,1960,12,M
1837,1961,12,M
1939,1962,12,M
2062,1963,12,M
1923,1964,12,M
2057,1965,12,M
2154,1966,12,M
2171,1967,12,M
2189,1968,12,M
2285,1969,12,M
2369,1970,12,M
2248,1971,12,M
2401,1972,12,M
2406,1973,12,M
2262,1974,12,M
2315,1975,12,M
2406,1976,12,M
2289,1977,12,M
2347,1978,12,M
2279,1979,12,M
2139,1980,12,M
2097,1981,12,M
2040,1982,12,M
1996,1983,12,M
2124,1984,12,M
2286,1985,12,M
2301,1986,12,M
2088,1987,12,M
2120,1988,12,M
2160,1989,12,M
1982,1990,12,M
2061,1991,12,M
2275,1992,12,M
2317,1993,12,M
2258,1994,12,M
2263,1995,12,M
2144,1996,12,M
2073,1997,12,M
1891,1998,12,M
1951,1999,12,M
2190,2000,12,M
2389,2001,12,M
2279,2002,12,M
2435,2003,12,M
2315,2004,12,M
2396,2005,12,M
2351,2006,12,M
2326,2007,12,M
2273,2008,12,M
2317,2009,12,M
2244,2010,12,M
2209,2011,12,M
2070,2012,12,M
2220,2013,12,M
2151,2014,12,M
2064,2015,12,M
2130,2016,12,M
2252,2017,12,M
2267,2018,12,M
2359,2019,12,M
511,1841,13,M
674,1842,13,M
716,1843,13,M
806,1844,13,M
818,1845,13,M
816,1846,13,M
675,1847,13,M
652,1848,13,M
625,1849,13,M
637,1850,13,M
571,1851,13,M
541,1852,13,M
544,1853,13,M
634,1854,13,M
660,1855,13,M
654,1856,13,M
575,1857,13,M
582,1858,13,M
587,1859,13,M
463,1860,13,M
510,1861,13,M
602,1862,13,M
728,1863,13,M
624,1864,13,M
768,1865,13,M
785,1866,13,M
792,1867,13,M
826,1868,13,M
739,1869,13,M
698,1870,13,M
792,1871,13,M
734,1872,13,M
688,1873,13,M
635,1874,13,M
641,1875,13,M
824,1876,13,M
797,1877,13,M
857,1878,13,M
882,1879,13,M
793,1880,13,M
808,1881,13,M
663,1882,13,M
625,1883,13,M
628,1884,13,M
566,1885,13,M
621,1886,13,M
724,1887,13,M
678,1888,13,M
715,1889,13,M
710,1890,13,M
696,1891,13,M
697,1892,13,M
693,1893,13,M
609,1894,13,M
577,1895,13,M
575,1896,13,M
749,1897,13,M
830,1898,13,M
805,1899,13,M
757,1900,13,M
741,1901,13,M
749,1902,13,M
828,1903,13,M
775,1904,13,M
925,1905,13,M
934,1906,13,M
930,1907,13,M
899,1908,13,M
920,1909,13,M
980,1910,13,M
922,1911,13,M
886,1912,13,M
872,1913,13,M
895,1914,13,M
856,1915,13,M
908,1916,13,M
980,1917,13,M
1030,1918,13,M
965,1919,13,M
1036,1920,13,M
936,1921,13,M
959,1922,13,M
1002,1923,13,M
1024,1924,13,M
988,1925,13,M
1042,1926,13,M
1005,1927,13,M
1033,1928,13,M
1056,1929,13,M
1088,1930,13,M
1109,1931,13,M
1099,1932,13,M
1029,1933,13,M
1215,1934,13,M
1196,1935,13,M
1142,1936,13,M
1225,1937,13,M
1215,1938,13,M
1204,1939,13,M
1214,1940,13,M
1255,1941,13,M
1250,1942,13,M
1254,1943,13,M
1317,1944,13,M
1355,1945,13,M
1272,1946,13,M
1177,1947,13,M
1187,1948,13,M
1176,1949,13,M
1165,1950,13,M
1208,1951,13,M
1152,1952,13,M
1137,1953,13,M
1153,1954,13,M
1247,1955,13,M
1435,1956,13,M
1474,1957,13,M
1579,1958,13,M
1714,1959,13,M
1725,1960,13,M
1849,1961,13,M
1836,1962,13,M
1938,1963,13,M
2061,1964,13,M
1919,1965,13,M
2060,1966,13,M
2150,1967,13,M
2169,1968,13,M
2184,1969,13,M
2278,1970,13,M
2359,1971,13,M
2248,1972,13,M
2410,1973,13,M
2404,1974,13,M
2267,1975,13,M
2313,1976,13,M
2399,1977,13,M
2277,1978,13,M
2341,1979,13,M
2279,1980,13,M
2134,1981,13,M
2107,1982,13,M
2043,1983,13,M
1994,1984,13,M
2123,1985,13,M
2279,1986,13,M
2307,1987,13,M
2094,1988,13,M
2131,1989,13,M
2161,1990,13,M
1957,1991,13,M
2071,1992,13,M
2290,1993,13,M
2320,1994,13,M
2255,1995,13,M
2251,1996,13,M
2139,1997,13,M
2078,1998,13,M
1892,1999,13,M
1964,2000,13,M
2202,2001,13,M
2401,2002,13,M
2275,2003,13,M
2445,2004,13,M
2325,2005,13,M
2413,2006,13,M
2362,2007,13,M
2347,2008,13,M
2289,2009,13,M
2313,2010,13,M
2241,2011,13,M
2207,2012,13,M
2078,2013,13,M
2242,2014,13,M
2148,2015,13,M
2069,2016,13,M
2146,2017,13,M
2267,2018,13,M
2292,2019,13,M
462,1841,14,M
509,1842,14,M
671,1843,14,M
710,1844,14,M
800,1845,14,M
812,1846,14,M
811,1847,14,M
673,1848,14,M
651,1849,14,M
624,1850,14,M
633,1851,14,M
565,1852,14,M
536,1853,14,M
539,1854,14,M
633,1855,14,M
657,1856,14,M
651,1857,14,M
568,1858,14,M
572,1859,14,M
577,1860,14,M
451,1861,14,M
500,1862,14,M
594,1863,14,M
722,1864,14,M
616,1865,14,M
761,1866,14,M
775,1867,14,M
783,1868,14,M
816,1869,14,M
730,1870,14,M
692,1871,14,M
782,1872,14,M
719,1873,14,M
682,1874,14,M
629,1875,14,M
633,1876,14,M
802,1877,14,M
793,1878,14,M
851,1879,14,M
873,1880,14,M
788,1881,14,M
801,1882,14,M
658,1883,14,M
610,1884,14,M
625,1885,14,M
561,1886,14,M
611,1887,14,M
691,1888,14,M
664,1889,14,M
709,1890,14,M
708,1891,14,M
688,1892,14,M
689,1893,14,M
683,1894,14,M
604,1895,14,M
575,1896,14,M
575,1897,14,M
745,1898,14,M
822,1899,14,M
800,1900,14,M
750,1901,14,M
729,1902,14,M
741,1903,14,M
814,1904,14,M
766,1905,14,M
914,1906,14,M
934,1907,14,M
922,1908,14,M
892,1909,14,M
915,1910,14,M
972,1911,14,M
905,1912,14,M
863,1913,14,M
868,1914,14,M
894,1915,14,M
851,1916,14,M
902,1917,14,M
976,1918,14,M
1025,1919,14,M
958,1920,14,M
1040,1921,14,M
926,1922,14,M
955,1923,14,M
999,1924,14,M
1010,1925,14,M
986,1926,14,M
1037,1927,14,M
1000,1928,14,M
1030,1929,14,M
1051,1930,14,M
1089,1931,14,M
1100,1932,14,M
1095,1933,14,M
1029,1934,14,M
1211,1935,14,M
1192,1936,14,M
1134,1937,14,M
1224,1938,14,M
1212,1939,14,M
1202,1940,14,M
1214,1941,14,M
1252,1942,14,M
1248,1943,14,M
1249,1944,14,M
1314,1945,14,M
1356,1946,14,M
1270,1947,14,M
1176,1948,14,M
1186,1949,14,M
1171,1950,14,M
1164,1951,14,M
1205,1952,14,M
1149,1953,14,M
1139,1954,14,M
1154,1955,14,M
1247,1956,14,M
1432,1957,14,M
1473,1958,14,M
1578,1959,14,M
1712,1960,14,M
1723,1961,14,M
1840,1962,14,M
1835,1963,14,M
1940,1964,14,M
2060,1965,14,M
1920,1966,14,M
2060,1967,14,M
2146,1968,14,M
2167,1969,14,M
2174,1970,14,M
2267,1971,14,M
2362,1972,14,M
2247,1973,14,M
2404,1974,14,M
2405,1975,14,M
2263,1976,14,M
2310,1977,14,M
2389,1978,14,M
2280,1979,14,M
2336,1980,14,M
2271,1981,14,M
2140,1982,14,M
2110,1983,14,M
2039,1984,14,M
1994,1985,14,M
2118,1986,14,M
2282,1987,14,M
2302,1988,14,M
2100,1989,14,M
2117,1990,14,M
2151,1991,14,M
1964,1992,14,M
2069,1993,14,M
2295,1994,14,M
2320,1995,14,M
2253,1996,14,M
2256,1997,14,M
2139,1998,14,M
2073,1999,14,M
1905,2000,14,M
1979,2001,14,M
2208,2002,14,M
2408,2003,14,M
2275,2004,14,M
2456,2005,14,M
2339,2006,14,M
2413,2007,14,M
2389,2008,14,M
2365,2009,14,M
2287,2010,14,M
2315,2011,14,M
2249,2012,14,M
2206,2013,14,M
2097,2014,14,M
2241,2015,14,M
2140,2016,14,M
2092,2017,14,M
2165,2018,14,M
2281,2019,14,M
456,1841,15,M
460,1842,15,M
508,1843,15,M
668,1844,15,M
708,1845,15,M
798,1846,15,M
811,1847,15,M
809,1848,15,M
672,1849,15,M
650,1850,15,M
621,1851,15,M
626,1852,15,M
559,1853,15,M
532,1854,15,M
536,1855,15,M
632,1856,15,M
652,1857,15,M
637,1858,15,M
566,1859,15,M
563,1860,15,M
574,1861,15,M
449,1862,15,M
496,1863,15,M
592,1864,15,M
720,1865,15,M
613,1866,15,M
760,1867,15,M
774,1868,15,M
780,1869,15,M
812,1870,15,M
727,1871,15,M
691,1872,15,M
782,1873,15,M
718,1874,15,M
679,1875,15,M
627,1876,15,M
633,1877,15,M
799,1878,15,M
788,1879,15,M
843,1880,15,M
870,1881,15,M
787,1882,15,M
788,1883,15,M
644,1884,15,M
606,1885,15,M
617,1886,15,M
557,1887,15,M
590,1888,15,M
681,1889,15,M
663,1890,15,M
707,1891,15,M
707,1892,15,M
683,1893,15,M
681,1894,15,M
681,1895,15,M
604,1896,15,M
574,1897,15,M
571,1898,15,M
741,1899,15,M
820,1900,15,M
797,1901,15,M
740,1902,15,M
722,1903,15,M
737,1904,15,M
807,1905,15,M
759,1906,15,M
910,1907,15,M
933,1908,15,M
917,1909,15,M
890,1910,15,M
904,1911,15,M
955,1912,15,M
885,1913,15,M
858,1914,15,M
860,1915,15,M
890,1916,15,M
847,1917,15,M
901,1918,15,M
971,1919,15,M
1019,1920,15,M
960,1921,15,M
1025,1922,15,M
921,1923,15,M
953,1924,15,M
986,1925,15,M
1007,1926,15,M
982,1927,15,M
1035,1928,15,M
994,1929,15,M
1027,1930,15,M
1044,1931,15,M
1084,1932,15,M
1095,1933,15,M
1092,1934,15,M
1022,1935,15,M
1209,1936,15,M
1190,1937,15,M
1132,1938,15,M
1221,1939,15,M
1211,1940,15,M
1199,1941,15,M
1209,1942,15,M
1246,1943,15,M
1244,1944,15,M
1247,1945,15,M
1314,1946,15,M
1355,1947,15,M
1271,1948,15,M
1176,1949,15,M
1180,1950,15,M
1171,1951,15,M
1162,1952,15,M
1201,1953,15,M
1151,1954,15,M
1144,1955,15,M
1153,1956,15,M
1247,1957,15,M
1432,1958,15,M
1472,1959,15,M
1578,1960,15,M
1710,1961,15,M
1730,1962,15,M
1835,1963,15,M
1831,1964,15,M
1937,1965,15,M
2069,1966,15,M
1916,1967,15,M
2055,1968,15,M
2140,1969,15,M
2155,1970,15,M
2157,1971,15,M
2264,1972,15,M
2363,1973,15,M
2246,1974,15,M
2404,1975,15,M
2398,1976,15,M
2261,1977,15,M
2308,1978,15,M
2388,1979,15,M
2278,1980,15,M
2325,1981,15,M
2271,1982,15,M
2147,1983,15,M
2118,1984,15,M
2038,1985,15,M
1990,1986,15,M
2114,1987,15,M
2280,1988,15,M
2305,1989,15,M
2098,1990,15,M
2109,1991,15,M
2157,1992,15,M
1966,1993,15,M
2066,1994,15,M
2282,1995,15,M
2309,1996,15,M
2243,1997,15,M
2261,1998,15,M
2141,1999,15,M
2090,2000,15,M
1909,2001,15,M
1984,2002,15,M
2204,2003,15,M
2413,2004,15,M
2283,2005,15,M
2472,2006,15,M
2359,2007,15,M
2436,2008,15,M
2412,2009,15,M
2367,2010,15,M
2287,2011,15,M
2313,2012,15,M
2245,2013,15,M
2216,2014,15,M
2096,2015,15,M
2238,2016,15,M
2160,2017,15,M
2114,2018,15,M
2180,2019,15,M
543,1841,16,M
454,1842,16,M
457,1843,16,M
503,1844,16,M
664,1845,16,M
704,1846,16,M
792,1847,16,M
808,1848,16,M
807,1849,16,M
671,1850,16,M
646,1851,16,M
617,1852,16,M
619,1853,16,M
553,1854,16,M
529,1855,16,M
532,1856,16,M
630,1857,16,M
637,1858,16,M
626,1859,16,M
558,1860,16,M
557,1861,16,M
569,1862,16,M
444,1863,16,M
492,1864,16,M
587,1865,16,M
714,1866,16,M
608,1867,16,M
756,1868,16,M
769,1869,16,M
771,1870,16,M
807,1871,16,M
720,1872,16,M
684,1873,16,M
779,1874,16,M
716,1875,16,M
675,1876,16,M
627,1877,16,M
628,1878,16,M
786,1879,16,M
777,1880,16,M
837,1881,16,M
866,1882,16,M
780,1883,16,M
771,1884,16,M
639,1885,16,M
601,1886,16,M
611,1887,16,M
536,1888,16,M
579,1889,16,M
677,1890,16,M
659,1891,16,M
704,1892,16,M
701,1893,16,M
